,Claimfile,Density,TigrisXLfile,agrclaim,inbreiding,natureclaim,naturepolicymap,policyweightnature,pumping,recvalue,restrictionnatureweight,spreidingratio,valuenaturelocation
989,False,True,3,False,False,3,2,4,False,True,False,False,2
990,False,True,1,True,False,2,2,4,True,False,True,False,3
991,True,True,2,True,False,3,1,2,False,True,True,True,1
992,False,False,2,True,True,3,3,2,True,True,True,True,3
993,True,True,3,False,False,1,3,3,True,False,True,False,3
994,False,False,4,True,True,2,1,4,True,False,False,False,3
995,True,True,1,True,True,2,3,3,True,False,False,False,1
996,True,False,1,False,False,2,1,1,True,False,True,True,2
997,True,False,1,False,True,3,3,1,False,False,True,False,1
998,False,True,1,True,False,3,1,2,True,True,True,True,2
999,True,False,1,True,False,1,1,4,True,True,False,False,1
1000,False,False,4,True,False,2,3,4,True,True,True,True,1
1001,False,True,3,True,False,3,1,3,True,False,False,True,2
1002,False,True,1,True,True,1,2,2,False,True,False,True,3
1003,False,False,3,False,True,3,1,4,True,True,False,False,2
1004,True,True,1,True,True,1,1,1,True,False,False,True,1
1005,False,False,4,True,True,3,2,4,True,False,False,True,2
1006,False,False,2,False,True,1,1,4,True,True,True,True,2
1007,True,False,4,True,True,2,2,1,True,False,False,False,1
1008,False,True,2,True,False,1,1,1,False,False,False,True,2
1009,True,True,3,True,False,3,2,2,True,False,False,True,3
1010,False,True,4,True,True,3,3,3,False,False,False,False,2
1011,False,False,4,True,False,1,3,3,True,False,True,False,3
1012,True,False,2,False,True,2,2,1,True,True,True,True,1
1013,False,True,2,False,False,1,1,3,False,True,True,True,2
1014,True,False,3,True,False,1,1,3,False,False,True,True,2
1015,True,True,3,False,True,3,3,3,False,True,False,True,3
1016,True,True,4,True,False,2,1,3,True,True,True,False,1
1017,False,True,4,False,False,1,2,3,True,False,True,False,3
1018,False,True,4,False,False,2,2,4,False,True,False,False,2
1019,True,False,4,False,False,1,1,3,True,True,True,True,3
1020,True,True,3,False,True,3,3,1,True,False,False,True,2
1021,False,True,2,False,False,2,2,4,True,True,False,False,3
1022,False,True,3,True,False,2,3,1,True,True,False,True,2
1023,False,False,2,True,True,3,3,3,True,False,True,False,2
1024,True,True,3,False,True,1,2,2,True,True,True,True,1
1025,False,False,3,False,True,1,2,1,True,False,True,True,3
1026,False,True,4,True,False,1,3,4,True,False,True,False,3
1027,True,True,2,True,False,2,2,2,True,False,False,False,1
1028,True,True,4,False,False,2,1,3,True,True,False,False,3
1029,False,False,1,True,False,2,2,4,True,False,True,True,1
1030,False,False,3,False,False,3,2,2,False,False,True,True,3
1031,True,True,3,True,False,3,2,4,False,True,True,False,1
1032,True,False,1,True,True,2,1,1,True,True,False,False,3
1033,False,False,2,False,False,2,2,1,True,False,True,True,2
1034,False,False,2,False,True,2,3,3,False,True,False,False,2
1035,True,True,4,True,True,3,3,4,True,False,False,False,3
1036,False,True,2,False,True,3,1,1,False,False,True,True,3
1037,False,True,1,True,False,3,2,1,False,True,False,True,1
1038,False,False,4,True,True,1,1,4,True,False,True,False,1
1039,False,False,1,True,False,2,1,1,True,False,True,False,2
1040,True,True,2,False,False,2,3,4,False,False,True,False,1
1041,True,True,1,True,False,3,1,4,True,True,True,False,1
1042,True,False,1,False,False,2,1,1,False,False,False,True,3
1043,True,False,3,False,False,2,2,4,True,False,False,False,3
1044,True,False,4,True,True,1,3,3,False,False,True,False,3
1045,False,False,3,True,True,1,2,4,False,False,True,False,1
1046,True,True,4,False,False,3,1,4,True,True,True,False,1
1047,False,True,2,False,False,2,3,3,False,True,False,False,1
1048,False,False,1,False,True,3,2,3,False,True,True,True,1
1049,True,True,1,False,True,3,1,4,True,True,True,True,2
1050,True,True,3,True,True,2,1,4,True,True,False,True,3
1051,False,True,2,False,True,2,1,4,True,True,True,False,2
1052,True,True,3,False,False,2,2,4,False,True,True,True,2
1053,False,False,3,False,True,2,1,2,False,False,True,True,3
1054,True,True,4,True,False,1,1,2,False,True,True,True,3
1055,True,False,3,True,True,2,2,1,True,True,False,True,2
1056,False,False,4,True,False,3,3,1,False,True,False,False,3
1057,True,False,2,True,False,2,1,1,False,False,True,True,1
1058,False,True,4,True,True,1,3,4,False,True,False,True,3
1059,False,False,2,False,True,1,2,3,True,True,True,False,1
1060,False,True,4,False,True,3,3,1,False,True,True,True,3
1061,False,False,2,False,False,3,1,4,True,False,True,True,3
1062,True,True,3,False,False,2,2,4,True,False,False,False,1
1063,False,False,4,False,True,2,1,2,True,False,False,True,2
1064,True,False,1,True,True,2,2,4,False,False,True,True,1
1065,False,True,3,True,True,3,1,3,False,False,True,True,1
1066,False,False,2,False,True,1,2,4,True,False,False,False,3
1067,True,False,1,True,True,1,2,4,False,True,True,False,3
1068,False,True,3,False,False,2,1,2,True,False,False,False,3
1069,True,False,4,False,False,3,3,2,False,False,False,True,1
1070,False,True,1,False,True,3,1,3,False,True,True,True,3
1071,True,True,1,True,True,1,1,1,False,True,True,True,1
1072,True,True,4,False,False,3,1,1,False,False,False,False,1
1073,True,True,1,False,False,2,3,4,True,False,True,True,1
1074,False,True,1,False,False,3,3,4,False,False,True,False,1
1075,True,False,4,False,True,2,2,1,False,True,True,True,3
1076,False,False,3,True,False,3,2,2,False,False,False,True,2
1077,True,True,3,True,True,1,1,2,True,True,False,True,3
1078,False,True,3,False,False,3,3,4,True,False,True,False,2
1079,True,False,4,False,False,3,2,1,False,True,False,False,1
1080,False,False,1,False,False,2,3,3,False,True,True,False,1
1081,True,False,4,False,False,3,3,1,True,False,False,False,1
1082,False,True,4,True,False,1,3,3,True,False,True,True,2
1083,False,False,2,False,False,1,2,2,False,True,False,True,1
1084,True,True,3,False,False,2,3,3,False,False,True,True,2
1085,False,True,3,True,False,2,2,2,False,False,False,True,3
1086,True,False,2,False,True,2,1,1,False,True,True,False,1
1087,True,False,4,False,True,1,2,1,False,True,True,False,1
1088,True,True,3,True,False,1,2,3,False,True,True,False,2
1089,False,False,2,True,False,2,2,1,True,False,True,True,2
1090,True,False,4,False,True,1,3,2,False,False,False,False,1
1091,True,True,1,False,False,1,2,4,False,True,False,True,2
1092,False,True,4,False,True,1,1,1,True,True,False,True,2
1093,True,False,1,True,True,2,1,4,False,True,True,False,3
1094,True,False,2,False,True,1,1,2,True,True,True,False,1
1095,False,False,2,False,True,3,1,1,True,False,True,True,3
1096,True,True,2,False,True,3,2,4,False,False,False,True,2
1097,True,True,3,True,True,3,3,2,True,True,True,False,1
1098,True,True,1,False,False,3,3,2,False,False,False,False,2
1099,True,True,2,True,True,1,3,2,True,True,True,False,1
1100,False,False,3,False,True,1,1,2,True,True,False,False,3
1101,True,False,2,False,True,3,2,2,True,True,True,False,3
1102,True,True,1,True,True,2,2,3,False,False,False,False,2
1103,False,True,3,True,False,1,2,3,False,False,False,True,2
1104,False,False,2,False,True,3,2,3,False,True,False,False,2
1105,True,False,3,True,False,3,1,1,False,True,False,False,3
1106,True,False,1,False,True,1,3,3,False,False,True,False,1
1107,False,False,1,False,False,1,1,4,False,False,True,True,1
1108,True,False,3,True,False,3,1,4,True,False,True,False,3
1109,False,True,1,True,False,1,2,4,False,True,True,False,1
1110,True,False,3,False,False,3,1,1,False,True,True,False,1
1111,False,True,4,False,False,3,3,2,False,True,True,False,1
1112,True,False,4,False,False,2,2,4,True,True,False,True,1
1113,False,True,3,True,False,2,2,4,True,False,False,True,1
1114,False,False,2,True,True,2,2,4,False,True,False,True,3
1115,False,True,4,True,False,2,2,4,True,True,False,True,1
1116,True,False,4,True,True,3,3,3,True,False,False,True,2
1117,True,False,4,True,True,2,1,3,False,True,False,False,1
1118,False,False,1,True,False,1,1,3,True,True,False,True,2
1119,True,False,4,True,False,1,2,4,False,False,False,True,3
1120,False,False,3,False,True,2,1,1,True,False,True,False,1
1121,False,False,1,True,False,2,1,4,True,True,True,False,2
1122,True,True,1,True,False,3,2,4,True,True,False,True,3
1123,False,False,2,True,False,3,1,3,False,False,True,True,1
1124,False,False,3,True,False,1,1,1,True,True,True,True,3
1125,False,True,1,True,False,1,2,1,False,False,False,False,1
1126,False,False,1,False,True,2,2,2,True,True,True,True,3
1127,False,True,1,False,True,3,1,3,False,True,False,True,3
1128,False,True,1,False,True,1,2,1,True,False,False,True,1
1129,True,False,4,True,True,1,3,2,True,True,False,False,1
1130,True,True,1,False,True,1,2,3,True,False,True,False,3
1131,False,True,3,True,True,3,3,4,True,True,False,True,2
1132,False,True,4,True,False,2,1,1,False,True,False,True,2
1133,False,True,3,False,True,1,1,1,True,True,False,False,3
1134,True,True,2,False,True,1,1,1,False,False,False,False,3
1135,True,False,2,True,True,1,1,2,False,False,True,True,1
1136,True,True,4,False,False,3,3,3,False,True,True,True,2
1137,False,True,1,False,True,1,1,2,False,False,True,False,2
1138,False,False,1,False,False,3,3,3,False,True,True,True,1
1139,False,True,2,False,False,1,2,3,True,False,True,True,2
1140,True,False,3,False,False,2,3,3,True,True,False,False,1
1141,True,True,4,True,False,2,2,3,False,False,True,False,2
1142,False,False,4,True,True,1,2,3,False,True,True,True,2
1143,False,False,2,False,True,1,1,3,True,True,True,False,1
1144,True,True,1,True,True,2,2,3,False,True,True,False,3
1145,True,False,4,True,True,1,1,2,False,True,False,False,2
1146,True,False,1,True,True,2,1,3,True,True,True,True,2
1147,True,False,4,False,True,3,2,1,False,True,True,True,3
1148,False,False,3,True,True,3,3,3,False,False,False,False,1
1149,True,True,4,True,True,3,3,4,True,True,True,False,3
1150,False,False,1,True,True,1,3,2,True,True,True,True,2
1151,True,True,4,True,True,1,2,4,False,True,False,False,2
1152,False,True,2,False,False,3,1,1,False,False,False,True,1
1153,False,True,4,False,True,3,3,2,True,False,True,False,2
1154,False,True,3,False,True,1,3,1,False,False,True,True,2
1155,False,True,4,True,True,3,3,1,False,True,True,False,2
1156,False,True,1,True,True,2,2,2,False,False,False,True,1
1157,True,False,3,False,True,3,1,3,False,True,False,True,1
1158,True,False,2,False,False,1,3,4,False,False,False,True,1
1159,True,False,2,True,True,1,3,1,True,False,False,True,2
1160,True,False,4,False,False,3,3,2,True,False,True,True,3
1161,True,True,3,False,False,1,2,4,True,False,True,True,2
1162,False,True,3,False,True,1,3,4,False,False,True,True,2
1163,True,False,2,False,True,2,2,3,False,False,True,False,1
1164,True,True,3,True,True,1,3,1,False,False,True,False,3
1165,False,True,2,False,False,3,1,2,True,False,True,False,2
1166,True,False,4,True,True,1,1,1,False,False,True,True,3
1167,True,False,1,True,False,3,3,4,False,True,False,False,3
1168,False,False,3,False,True,1,3,4,False,False,False,False,1
1169,True,False,4,True,True,1,1,4,True,True,False,True,2
1170,False,False,3,False,False,3,1,2,False,False,True,False,2
1171,False,False,2,True,False,1,2,3,True,False,False,True,3
1172,True,True,1,False,False,2,2,1,True,False,True,True,2
1173,False,False,2,False,True,2,3,2,True,False,True,True,1
1174,True,True,4,False,True,1,2,1,True,True,True,False,2
1175,True,False,3,False,True,2,2,1,True,True,True,False,1
1176,True,False,2,False,True,1,3,4,False,False,True,False,3
1177,True,True,4,False,False,2,2,4,False,True,False,False,1
1178,True,False,3,True,True,1,3,2,False,False,False,False,2
1179,False,False,3,True,True,2,1,1,True,True,True,True,2
1180,True,True,3,False,False,2,2,3,False,True,False,True,3
1181,False,True,4,False,True,3,3,3,False,True,True,True,2
1182,True,False,2,True,True,3,1,1,False,False,False,True,3
1183,True,True,1,False,True,1,2,4,True,True,True,True,1
1184,False,True,2,True,True,2,3,1,False,False,False,False,2
1185,False,True,2,False,True,1,3,2,False,True,True,False,1
1186,True,False,3,False,True,2,1,4,False,False,False,False,1
1187,False,True,1,False,True,1,2,2,True,True,False,False,3
1188,False,True,2,False,True,2,2,4,False,False,True,True,3
1189,False,True,2,True,False,3,1,1,True,True,True,True,2
1190,True,False,3,True,False,2,3,4,False,True,False,True,2
1191,True,False,1,False,True,3,3,3,True,True,True,True,2
1192,True,True,4,False,True,2,2,3,False,False,False,False,1
1193,False,False,4,False,False,3,1,1,True,True,False,False,3
1194,True,True,3,True,False,3,2,3,False,True,False,False,2
1195,True,True,4,True,False,2,1,2,False,True,True,False,1
1196,True,False,3,True,False,3,2,2,False,False,False,True,3
1197,True,True,4,False,False,2,3,4,False,True,False,False,3
1198,True,True,4,True,True,3,1,3,True,False,False,True,2
1199,True,False,4,True,True,1,3,4,False,True,False,False,3
1200,True,False,1,True,True,2,3,2,True,False,False,True,2
1201,True,False,1,True,True,2,3,3,True,True,True,True,2
1202,True,True,2,False,True,3,1,2,False,False,False,False,2
1203,False,False,2,False,False,2,3,4,False,False,False,True,3
1204,False,True,2,True,False,2,1,1,True,False,True,False,3
1205,False,False,3,True,False,1,3,3,False,False,False,True,2
1206,False,False,2,True,False,3,3,4,False,False,True,False,3
1207,True,False,1,False,False,1,3,2,True,False,False,True,3
1208,False,True,4,False,False,3,2,1,False,True,True,True,1
1209,True,True,4,False,True,1,3,1,False,False,True,False,1
1210,True,False,2,True,False,2,1,4,False,True,False,True,1
1211,False,False,3,False,False,1,3,3,False,False,True,False,3
1212,False,False,4,True,True,2,2,3,False,True,True,False,3
1213,True,True,4,False,False,3,3,3,False,False,True,False,3
1214,False,False,1,True,False,3,1,4,False,True,False,True,3
1215,True,False,2,True,True,1,2,2,False,True,False,True,2
1216,False,False,4,False,True,1,3,1,False,True,False,True,2
1217,True,True,4,True,False,1,1,4,False,True,True,False,1
1218,True,True,2,False,False,1,1,3,True,False,False,False,1
1219,False,True,2,False,False,1,1,3,True,False,True,True,1
1220,False,True,2,False,True,1,3,2,False,False,False,True,2
1221,False,False,4,True,True,3,3,2,False,True,False,True,1
1222,True,True,1,False,True,1,3,4,True,True,False,False,2
1223,True,False,2,False,False,3,2,3,False,True,True,True,1
1224,False,False,1,False,True,1,1,3,False,False,True,False,3
1225,False,True,3,False,True,1,3,1,False,True,True,False,3
1226,True,False,3,False,False,2,2,3,False,True,False,True,1
1227,True,False,4,True,False,1,1,3,False,True,False,True,2
1228,True,True,4,False,True,2,3,4,True,False,False,False,3
1229,False,True,2,False,True,2,3,1,True,False,True,False,3
1230,False,False,2,True,False,2,2,2,True,True,False,True,2
1231,False,True,2,False,False,3,1,4,False,False,True,False,1
1232,False,False,2,False,True,3,1,1,True,False,False,False,1
1233,False,False,2,False,False,1,1,4,True,False,False,True,2
1234,False,False,4,True,False,3,1,3,False,False,True,False,3
1235,False,False,1,True,True,1,2,4,True,False,True,False,3
1236,True,True,3,False,False,3,3,1,True,True,False,False,2
1237,False,True,3,False,True,3,1,4,False,False,True,True,2
1238,False,False,2,True,True,2,1,3,True,True,True,False,3
1239,True,False,3,True,False,2,2,1,False,False,False,True,2
1240,True,False,4,True,True,3,2,3,True,False,True,True,3
1241,False,True,1,True,True,2,3,2,True,True,False,True,2
1242,False,True,4,True,True,2,1,2,True,True,True,True,3
1243,True,False,2,True,True,3,3,1,True,False,True,True,3
1244,True,False,2,True,False,3,3,2,True,True,True,False,2
1245,True,False,2,True,True,2,2,3,True,True,True,False,1
1246,False,False,3,False,False,2,1,3,True,True,False,True,3
1247,False,False,4,True,True,2,3,4,False,True,True,True,2
1248,True,False,4,True,False,3,2,4,False,True,False,True,2
1249,False,True,2,True,False,3,1,2,True,True,True,False,3
1250,True,True,3,False,True,3,1,1,False,True,False,True,1
1251,False,True,1,False,True,2,2,2,False,True,True,False,3
1252,False,True,4,False,False,2,3,1,False,False,False,False,2
1253,True,True,1,False,False,2,3,2,True,False,False,True,2
1254,True,False,4,True,False,1,3,1,True,False,False,False,1
1255,True,False,1,True,False,2,3,4,False,False,True,True,1
1256,False,True,2,False,False,3,1,4,False,False,True,True,3
1257,False,False,1,True,True,2,1,1,True,False,False,False,2
1258,False,False,3,False,True,1,1,1,True,False,False,False,1
1259,False,True,1,False,True,2,3,1,False,False,False,False,1
1260,False,True,1,True,False,1,1,3,False,True,False,True,3
1261,True,False,4,False,False,3,1,3,False,False,True,False,3
1262,False,False,2,False,False,3,1,2,False,True,False,True,3
1263,False,False,3,False,True,3,1,1,False,True,True,False,3
1264,True,False,4,True,True,3,3,3,True,True,False,False,2
1265,False,False,4,True,True,3,2,4,True,True,True,False,3
1266,True,True,3,True,True,3,3,1,False,True,False,False,2
1267,True,True,2,True,False,3,1,4,False,True,True,True,2
1268,True,True,1,False,False,1,1,2,True,False,False,False,1
1269,False,False,1,True,True,1,3,2,True,False,False,True,2
1270,True,True,1,True,False,3,2,3,False,False,False,True,1
1271,False,False,1,True,True,2,2,4,True,False,False,False,3
1272,True,True,1,True,True,3,3,4,True,True,False,True,1
1273,True,True,2,True,False,2,3,3,True,False,False,False,2
1274,False,True,3,False,True,1,1,3,True,False,True,False,2
1275,True,True,1,False,True,3,2,3,False,True,True,False,1
1276,False,False,2,False,False,1,1,3,False,True,False,True,2
1277,False,True,4,True,False,1,2,1,False,False,True,True,1
1278,True,False,3,False,True,1,1,3,True,False,True,True,1
1279,True,True,4,False,True,2,1,4,True,True,True,False,3
1280,True,True,4,True,True,2,2,3,True,True,True,False,2
1281,True,False,1,True,False,1,3,2,True,True,True,True,3
1282,False,True,2,False,False,2,2,2,False,False,False,False,3
1283,True,True,1,True,True,2,1,2,False,False,False,False,2
1284,False,True,3,False,True,2,2,4,True,True,True,True,2
1285,True,True,4,False,True,3,3,4,False,True,False,True,2
1286,True,True,4,True,True,2,1,2,False,True,True,True,2
1287,False,True,4,True,False,1,1,3,False,False,True,True,2
1288,True,False,1,True,False,3,2,4,True,False,True,False,1
1289,True,False,2,False,False,1,2,1,True,True,True,True,2
1290,False,True,3,True,True,1,1,3,True,False,False,False,2
1291,False,True,3,False,False,1,2,2,True,True,False,True,2
1292,True,True,2,True,False,2,2,1,False,True,False,True,1
1293,True,True,2,True,True,3,1,2,True,False,True,False,3
1294,True,True,3,True,False,1,2,1,False,True,True,True,3
1295,True,False,3,True,False,2,2,3,False,True,True,True,1
1296,True,True,1,False,False,3,2,3,True,False,True,True,3
1297,True,False,4,True,False,2,2,2,False,True,False,False,2
1298,False,False,4,True,True,2,1,1,True,True,False,True,3
1299,False,True,3,True,True,2,2,2,True,False,True,True,3
1300,False,False,4,False,False,2,1,2,True,False,False,True,2
1301,False,False,1,True,False,1,1,4,False,False,True,True,2
1302,True,True,1,True,False,3,2,2,True,True,True,False,2
1303,True,True,4,False,True,3,1,4,True,True,True,True,2
1304,True,True,4,True,False,3,3,2,True,True,True,False,1
1305,False,False,1,False,False,3,3,3,False,True,False,False,1
1306,True,False,3,True,False,2,3,2,False,True,True,False,3
1307,True,False,1,True,False,2,1,3,True,True,True,False,3
1308,True,True,3,False,True,3,3,4,True,False,False,True,3
1309,False,False,4,True,False,1,2,1,True,False,False,False,3
1310,False,True,3,True,False,1,2,3,True,False,True,False,1
1311,False,False,2,True,False,3,1,2,False,True,True,False,3
1312,False,True,3,True,False,1,2,3,True,True,False,True,3
1313,True,True,4,True,True,3,2,1,False,False,True,True,1
1314,True,True,4,True,True,1,1,4,True,False,False,False,1
1315,True,True,1,False,True,3,3,1,False,True,True,True,2
1316,True,True,1,False,False,1,2,1,True,False,False,False,1
1317,False,False,4,True,True,3,2,4,True,True,False,False,1
1318,True,True,4,True,False,3,3,1,True,False,False,True,2
1319,True,False,4,True,False,1,2,4,True,False,True,False,2
1320,True,False,1,True,False,1,1,3,False,False,False,False,3
1321,True,False,2,False,True,3,2,1,True,False,True,True,2
1322,False,True,4,True,True,1,3,2,True,False,False,False,2
1323,True,True,2,False,False,2,1,3,True,True,False,True,1
1324,False,False,3,False,True,3,2,4,False,False,True,False,3
1325,True,True,2,False,True,3,2,2,False,False,True,True,3
1326,False,True,4,True,False,1,2,3,False,False,False,True,1
1327,False,False,3,True,True,1,1,2,True,False,True,True,3
1328,True,False,3,False,False,2,3,1,False,False,True,True,1
1329,True,False,4,False,False,1,3,3,False,False,False,True,2
1330,False,False,2,False,False,3,2,2,True,False,True,False,3
1331,False,False,2,True,False,2,2,3,False,False,False,True,1
1332,True,False,2,False,False,2,2,1,False,False,True,False,3
1333,True,False,4,False,False,1,2,2,True,True,False,False,2
1334,True,True,4,False,False,3,2,3,False,True,True,True,2
1335,True,True,4,True,True,2,1,3,False,False,False,True,1
1336,True,False,1,True,False,1,3,1,True,True,True,False,3
1337,True,False,3,False,True,3,2,4,False,False,False,False,2
1338,True,False,3,False,False,1,3,2,False,False,True,True,3
1339,True,True,2,False,False,2,1,3,True,True,False,False,2
1340,False,False,1,True,False,3,1,3,True,True,True,False,1
1341,False,True,1,False,False,1,1,1,True,False,True,True,3
1342,False,True,2,False,False,1,3,4,True,True,True,False,1
1343,True,False,4,False,True,3,1,2,False,False,False,True,3
1344,True,True,4,False,False,2,1,3,False,False,False,False,3
1345,False,False,3,False,True,3,2,1,True,True,False,False,2
1346,True,True,4,True,False,1,1,3,False,True,True,True,3
1347,True,True,2,True,True,3,3,3,False,True,False,True,2
1348,True,True,1,False,False,2,3,4,False,True,True,True,2
1349,True,True,1,False,True,3,3,2,False,False,True,True,2
1350,False,False,4,True,True,2,2,2,True,False,False,False,3
1351,True,True,4,False,True,1,2,4,False,True,True,False,1
1352,False,False,2,False,False,1,3,2,True,False,True,False,1
1353,False,False,3,False,True,1,2,1,True,True,False,False,2
1354,True,False,1,True,True,2,3,1,True,False,False,True,3
1355,False,True,4,False,True,1,3,2,True,False,True,True,1
1356,True,False,2,False,True,2,3,4,True,False,False,False,3
1357,True,False,4,False,False,2,2,4,False,False,False,False,1
1358,False,True,3,False,False,3,3,3,False,True,False,False,2
1359,True,True,4,False,True,1,2,4,False,True,False,False,1
1360,True,False,4,False,True,2,3,3,False,False,False,False,2
1361,False,True,1,True,True,1,3,3,False,False,False,False,2
1362,False,True,1,False,False,2,3,1,True,True,False,True,3
1363,True,True,4,False,True,3,2,2,True,True,False,True,2
1364,False,True,1,True,False,2,1,2,False,True,False,True,1
1365,True,False,1,False,True,1,1,1,False,False,False,False,3
1366,True,False,2,False,False,2,2,3,True,False,True,True,2
1367,False,True,4,True,False,2,2,4,True,True,True,True,3
1368,False,True,4,False,False,2,2,3,False,True,False,False,3
1369,True,False,2,True,True,2,1,3,True,False,True,False,2
1370,True,True,4,False,False,3,2,3,False,True,False,True,3
1371,False,False,1,True,False,1,2,4,True,True,True,True,3
1372,False,False,3,False,True,3,2,1,False,False,True,True,3
1373,True,False,2,True,True,1,2,2,False,False,True,True,3
1374,True,True,4,False,False,3,3,2,True,False,True,False,1
1375,True,True,3,False,False,3,3,4,False,False,True,False,3
1376,True,True,1,False,False,3,3,4,True,False,True,False,2
1377,True,False,4,True,True,3,3,4,True,True,True,True,1
1378,False,True,3,False,False,2,2,3,False,True,True,True,3
1379,False,True,2,False,False,3,1,1,False,True,True,True,1
1380,False,False,1,False,False,1,3,4,False,False,False,False,3
1381,True,False,4,False,True,1,2,2,True,True,True,False,1
1382,True,False,3,False,False,3,1,4,True,True,True,True,1
1383,False,False,3,True,True,1,2,3,True,True,False,True,3
1384,False,False,2,False,False,2,2,2,True,False,False,True,3
1385,False,False,1,False,True,3,3,4,False,True,False,False,2
1386,False,False,3,False,True,1,1,1,True,True,False,False,3
1387,False,True,3,False,True,2,2,1,True,False,False,True,2
1388,False,False,2,False,False,1,2,3,False,True,True,True,3
1389,True,True,3,False,False,2,1,3,False,False,False,False,1
1390,False,True,4,True,True,3,2,4,True,False,False,False,1
1391,True,True,2,True,False,3,2,4,False,True,True,False,3
1392,True,True,3,False,True,3,2,2,True,False,False,True,3
1393,False,False,3,True,True,2,3,3,False,True,False,False,2
1394,True,True,1,False,False,2,1,3,True,True,False,False,1
1395,True,False,3,True,False,1,1,4,False,False,False,True,2
1396,False,True,1,False,False,3,1,2,False,True,True,False,3
1397,True,True,2,False,False,2,1,4,True,True,True,False,1
1398,False,True,1,False,False,3,1,3,False,False,False,False,1
1399,False,False,3,True,True,3,2,4,False,False,False,True,1
1400,False,True,3,False,False,1,3,1,True,True,False,True,1
1401,True,True,1,False,False,3,2,3,False,True,True,True,2
1402,False,True,3,True,False,1,1,1,True,False,True,True,3
1403,False,False,3,False,False,1,1,3,False,False,True,True,2
1404,True,False,3,True,False,3,3,1,True,True,True,False,2
1405,False,True,3,False,True,3,3,3,False,True,False,True,2
1406,True,True,2,True,False,2,3,4,True,True,True,True,1
1407,False,False,2,False,False,3,1,1,True,True,True,False,1
1408,False,True,3,False,True,1,3,2,False,False,False,True,2
1409,False,False,1,False,True,3,2,3,True,False,False,False,2
1410,False,True,4,False,False,3,3,4,True,False,False,False,1
1411,False,False,3,True,False,3,3,3,True,True,True,True,2
1412,False,True,3,True,True,2,1,1,True,True,True,False,2
1413,True,True,1,True,False,3,1,3,True,False,False,False,1
1414,False,True,2,True,False,3,1,2,False,False,True,True,3
1415,True,False,3,False,True,2,2,2,False,True,True,False,3
1416,False,True,3,True,True,3,1,2,False,False,True,False,1
1417,False,False,3,True,False,1,1,3,True,False,True,True,1
1418,False,False,4,True,False,3,3,1,True,False,False,True,2
1419,True,True,4,False,False,2,2,1,False,False,False,True,3
1420,True,False,3,False,False,2,3,4,False,False,True,False,1
1421,True,False,4,True,False,3,1,1,False,True,True,True,3
1422,False,False,2,True,False,2,3,1,False,False,True,True,3
1423,False,True,2,True,False,3,3,2,True,True,True,True,3
1424,True,True,4,True,False,2,1,4,False,False,True,False,3
1425,True,True,2,True,True,1,2,4,True,True,False,False,3
1426,False,True,1,False,True,1,3,2,False,True,True,False,1
1427,False,False,2,False,False,3,1,1,False,False,False,False,3
1428,True,True,4,False,True,1,3,1,True,True,True,False,2
1429,True,True,1,False,True,2,1,3,True,True,False,True,1
1430,False,False,1,False,False,2,2,2,False,True,True,False,2
1431,False,False,2,True,False,2,3,1,True,False,True,False,3
1432,False,True,1,True,True,2,3,3,True,True,False,False,2
1433,False,False,4,False,True,3,1,1,False,False,True,True,3
1434,False,False,3,True,True,2,3,3,True,False,True,False,3
1435,False,True,2,True,False,3,3,2,True,False,False,False,2
1436,False,False,1,False,False,2,2,4,False,True,False,True,1
1437,True,True,1,True,False,1,1,3,True,True,True,True,3
1438,True,False,3,True,False,2,2,3,True,True,True,True,2
1439,True,False,1,False,True,2,2,4,False,True,False,True,2
1440,False,True,4,True,True,3,2,2,True,False,False,False,1
1441,False,False,4,True,False,3,2,2,False,True,False,True,1
1442,False,False,4,False,True,3,3,4,True,False,False,False,3
1443,True,True,1,True,True,1,2,1,False,False,False,True,3
1444,True,False,4,True,True,1,1,3,True,False,False,False,1
1445,False,False,1,True,True,3,1,2,True,False,False,False,1
1446,True,False,1,False,False,1,3,1,True,False,True,True,1
1447,False,True,3,True,True,2,2,2,True,True,False,False,1
1448,False,True,3,False,True,1,3,3,True,True,True,True,3
1449,False,True,2,False,False,1,2,1,False,True,False,True,1
1450,True,False,4,False,True,3,2,1,False,False,True,False,1
1451,True,True,1,True,True,1,1,2,True,False,True,False,3
1452,True,False,4,True,False,3,2,3,False,False,False,False,3
1453,True,True,2,True,False,3,2,2,False,False,False,True,3
1454,False,False,3,False,False,1,1,4,True,False,True,True,2
1455,False,True,3,True,True,1,2,1,True,False,False,False,1
1456,True,True,2,False,True,1,1,3,True,False,True,False,2
1457,False,False,2,True,True,1,1,2,True,True,True,False,2
1458,False,False,4,True,False,2,2,1,False,False,False,False,2
1459,True,True,4,False,False,1,2,1,True,True,True,True,3
1460,True,True,4,False,True,1,2,2,True,False,True,True,2
1461,True,True,1,False,True,2,1,1,False,True,True,True,2
1462,False,False,1,True,True,2,2,1,False,True,False,False,2
1463,True,False,4,True,False,1,3,2,False,False,True,True,3
1464,True,True,3,False,True,1,2,3,True,True,False,True,3
1465,True,False,4,False,False,3,2,2,True,False,False,False,3
1466,False,False,2,True,True,3,1,4,False,False,False,True,3
1467,False,False,2,True,False,1,3,4,True,False,False,False,2
1468,False,True,1,False,True,1,1,2,False,False,False,True,2
